start_station_name,end_station_name,trip_count
Hoboken Ave at Monmouth St,8 St & Washington St,184
Hoboken Ave at Monmouth St,9 St HBLR - Jackson St & 8 St,89
Hoboken Ave at Monmouth St,Adams St & 11 St,36
Hoboken Ave at Monmouth St,Adams St & 2 St,160
Hoboken Ave at Monmouth St,Astor Place,65
Hoboken Ave at Monmouth St,Baldwin at Montgomery,47
Hoboken Ave at Monmouth St,Bergen Ave,6
Hoboken Ave at Monmouth St,Bergen Ave & Sip Ave,32
Hoboken Ave at Monmouth St,Bergen Ave & Stegman St,1
Hoboken Ave at Monmouth St,Bloomfield St & 15 St,71
Hoboken Ave at Monmouth St,Brunswick & 6th,101
Hoboken Ave at Monmouth St,Brunswick St,132
Hoboken Ave at Monmouth St,Central Park North & Adam Clayton Powell Blvd,2
Hoboken Ave at Monmouth St,Christ Hospital,133
Hoboken Ave at Monmouth St,Church Sq Park - 5 St & Park Ave,339
Hoboken Ave at Monmouth St,City Hall,117
Hoboken Ave at Monmouth St,City Hall - Washington St & 1 St,905
Hoboken Ave at Monmouth St,Clinton St & 7 St,178
Hoboken Ave at Monmouth St,Clinton St & Newark St,394
Hoboken Ave at Monmouth St,Columbus Dr at Exchange Pl,91
Hoboken Ave at Monmouth St,Columbus Drive,103
Hoboken Ave at Monmouth St,Columbus Park - Clinton St & 9 St,155
Hoboken Ave at Monmouth St,Communipaw & Berry Lane,15
Hoboken Ave at Monmouth St,Dey St,18
Hoboken Ave at Monmouth St,Dixon Mills,63
Hoboken Ave at Monmouth St,Essex Light Rail,39
Hoboken Ave at Monmouth St,Fairmount Ave,10
Hoboken Ave at Monmouth St,Glenwood Ave,4
Hoboken Ave at Monmouth St,Grand St,82
Hoboken Ave at Monmouth St,Grand St & 14 St,145
Hoboken Ave at Monmouth St,Grant Ave & MLK Dr,2
Hoboken Ave at Monmouth St,Grove St PATH,391
Hoboken Ave at Monmouth St,Hamilton Park,452
Hoboken Ave at Monmouth St,Harborside,178
Hoboken Ave at Monmouth St,Heights Elevator,57
Hoboken Ave at Monmouth St,Hilltop,136
Hoboken Ave at Monmouth St,Hoboken Ave at Monmouth St,1739
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,4078
Hoboken Ave at Monmouth St,Hoboken Terminal - River St & Hudson Pl,1659
Hoboken Ave at Monmouth St,Hudson St & 4 St,435
Hoboken Ave at Monmouth St,JC Medical Center,71
Hoboken Ave at Monmouth St,Jackson Square,3
Hoboken Ave at Monmouth St,Jersey & 3rd,160
Hoboken Ave at Monmouth St,Jersey & 6th St,64
Hoboken Ave at Monmouth St,Journal Square,58
Hoboken Ave at Monmouth St,Lafayette Park,38
Hoboken Ave at Monmouth St,Leonard Gordon Park,22
Hoboken Ave at Monmouth St,Liberty Light Rail,28
Hoboken Ave at Monmouth St,Lincoln Park,3
Hoboken Ave at Monmouth St,Madison St & 1 St,180
Hoboken Ave at Monmouth St,Madison St & 10 St,225
Hoboken Ave at Monmouth St,Mama Johnson Field - 4 St & Jackson St,90
Hoboken Ave at Monmouth St,Manila & 1st,323
Hoboken Ave at Monmouth St,Marin Light Rail,84
Hoboken Ave at Monmouth St,Marshall St & 2 St,158
Hoboken Ave at Monmouth St,McGinley Square,27
Hoboken Ave at Monmouth St,Monmouth and 6th,84
Hoboken Ave at Monmouth St,Montgomery St,42
Hoboken Ave at Monmouth St,Morris Canal,23
Hoboken Ave at Monmouth St,Newark Ave,433
Hoboken Ave at Monmouth St,Newport PATH,579
Hoboken Ave at Monmouth St,Newport Pkwy,677
Hoboken Ave at Monmouth St,Oakland Ave,267
Hoboken Ave at Monmouth St,Paulus Hook,44
Hoboken Ave at Monmouth St,Pershing Field,92
Hoboken Ave at Monmouth St,Riverview Park,98
Hoboken Ave at Monmouth St,Sip Ave,40
Hoboken Ave at Monmouth St,South Waterfront Walkway - Sinatra Dr & 1 St,576
Hoboken Ave at Monmouth St,Southwest Park - Jackson St & Observer Hwy,232
Hoboken Ave at Monmouth St,Stevens - River Ter & 6 St,155
Hoboken Ave at Monmouth St,Union St,4
Hoboken Ave at Monmouth St,Van Vorst Park,120
Hoboken Ave at Monmouth St,W 34 St & 11 Ave,1
Hoboken Ave at Monmouth St,Warren St,189
Hoboken Ave at Monmouth St,Washington St,225
Hoboken Ave at Monmouth St,Willow Ave & 12 St,102
Hoboken Ave at Monmouth St,York St & Marin Blvd,12
Hoboken Terminal - Hudson St & Hudson Pl,1 Ave & E 62 St,1
Hoboken Terminal - Hudson St & Hudson Pl,11 St & Washington St,707
Hoboken Terminal - Hudson St & Hudson Pl,12 St & Sinatra Dr N,367
Hoboken Terminal - Hudson St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,372
Hoboken Terminal - Hudson St & Hudson Pl,4 St & Grand St,912
Hoboken Terminal - Hudson St & Hudson Pl,5 Corners Library,11
Hoboken Terminal - Hudson St & Hudson Pl,6 St & Grand St,711
Hoboken Terminal - Hudson St & Hudson Pl,7 St & Monroe St,908
Hoboken Terminal - Hudson St & Hudson Pl,8 St & Washington St,667
Hoboken Terminal - Hudson St & Hudson Pl,9 St HBLR - Jackson St & 8 St,749
Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 11 St,449
Hoboken Terminal - Hudson St & Hudson Pl,Adams St & 2 St,685
Hoboken Terminal - Hudson St & Hudson Pl,Baldwin at Montgomery,13
Hoboken Terminal - Hudson St & Hudson Pl,Bergen Ave,3
Hoboken Terminal - Hudson St & Hudson Pl,Bergen Ave & Sip Ave,9
Hoboken Terminal - Hudson St & Hudson Pl,Bergen Ave & Stegman St,1
Hoboken Terminal - Hudson St & Hudson Pl,Bloomfield St & 15 St,271
Hoboken Terminal - Hudson St & Hudson Pl,Brunswick & 6th,60
Hoboken Terminal - Hudson St & Hudson Pl,Brunswick St,58
Hoboken Terminal - Hudson St & Hudson Pl,Central Park North & Adam Clayton Powell Blvd,1
Hoboken Terminal - Hudson St & Hudson Pl,Christ Hospital,71
Hoboken Terminal - Hudson St & Hudson Pl,Church Sq Park - 5 St & Park Ave,571
Hoboken Terminal - Hudson St & Hudson Pl,City Hall,30
Hoboken Terminal - Hudson St & Hudson Pl,City Hall - Washington St & 1 St,249
Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & 7 St,826
Hoboken Terminal - Hudson St & Hudson Pl,Clinton St & Newark St,1133
Hoboken Terminal - Hudson St & Hudson Pl,Columbus Dr at Exchange Pl,62
Hoboken Terminal - Hudson St & Hudson Pl,Columbus Drive,97
Hoboken Terminal - Hudson St & Hudson Pl,Columbus Park - Clinton St & 9 St,692
Hoboken Terminal - Hudson St & Hudson Pl,Communipaw & Berry Lane,7
Hoboken Terminal - Hudson St & Hudson Pl,Dey St,3
Hoboken Terminal - Hudson St & Hudson Pl,Dixon Mills,97
Hoboken Terminal - Hudson St & Hudson Pl,Essex Light Rail,21
Hoboken Terminal - Hudson St & Hudson Pl,Fairmount Ave,26
Hoboken Terminal - Hudson St & Hudson Pl,Glenwood Ave,8
Hoboken Terminal - Hudson St & Hudson Pl,Grand St,50
Hoboken Terminal - Hudson St & Hudson Pl,Grand St & 14 St,383
Hoboken Terminal - Hudson St & Hudson Pl,Grove St PATH,92
Hoboken Terminal - Hudson St & Hudson Pl,Hamilton Park,292
Hoboken Terminal - Hudson St & Hudson Pl,Harborside,111
Hoboken Terminal - Hudson St & Hudson Pl,Heights Elevator,193
Hoboken Terminal - Hudson St & Hudson Pl,Hilltop,21
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,5552
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,822
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Terminal - River St & Hudson Pl,1223
Hoboken Terminal - Hudson St & Hudson Pl,Hudson St & 4 St,349
Hoboken Terminal - Hudson St & Hudson Pl,JC Medical Center,38
Hoboken Terminal - Hudson St & Hudson Pl,Jackson Square,4
Hoboken Terminal - Hudson St & Hudson Pl,Jersey & 3rd,77
Hoboken Terminal - Hudson St & Hudson Pl,Jersey & 6th St,55
Hoboken Terminal - Hudson St & Hudson Pl,Journal Square,8
Hoboken Terminal - Hudson St & Hudson Pl,Lafayette Park,36
Hoboken Terminal - Hudson St & Hudson Pl,Leonard Gordon Park,19
Hoboken Terminal - Hudson St & Hudson Pl,Liberty Light Rail,20
Hoboken Terminal - Hudson St & Hudson Pl,Lincoln Park,4
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,2838
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 10 St,453
Hoboken Terminal - Hudson St & Hudson Pl,Maiden Ln & Pearl St,1
Hoboken Terminal - Hudson St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,736
Hoboken Terminal - Hudson St & Hudson Pl,Manila & 1st,78
Hoboken Terminal - Hudson St & Hudson Pl,Marin Light Rail,108
Hoboken Terminal - Hudson St & Hudson Pl,Marshall St & 2 St,1019
Hoboken Terminal - Hudson St & Hudson Pl,McGinley Square,141
Hoboken Terminal - Hudson St & Hudson Pl,Monmouth and 6th,57
Hoboken Terminal - Hudson St & Hudson Pl,Montgomery St,13
Hoboken Terminal - Hudson St & Hudson Pl,Morris Canal,37
Hoboken Terminal - Hudson St & Hudson Pl,Newark Ave,47
Hoboken Terminal - Hudson St & Hudson Pl,Newport PATH,163
Hoboken Terminal - Hudson St & Hudson Pl,Newport Pkwy,350
Hoboken Terminal - Hudson St & Hudson Pl,Oakland Ave,115
Hoboken Terminal - Hudson St & Hudson Pl,Paulus Hook,24
Hoboken Terminal - Hudson St & Hudson Pl,Pershing Field,241
Hoboken Terminal - Hudson St & Hudson Pl,Riverview Park,350
Hoboken Terminal - Hudson St & Hudson Pl,Sip Ave,3
Hoboken Terminal - Hudson St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,241
Hoboken Terminal - Hudson St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,2006
Hoboken Terminal - Hudson St & Hudson Pl,Stevens - River Ter & 6 St,121
Hoboken Terminal - Hudson St & Hudson Pl,Union St,2
Hoboken Terminal - Hudson St & Hudson Pl,Van Vorst Park,33
Hoboken Terminal - Hudson St & Hudson Pl,Warren St,171
Hoboken Terminal - Hudson St & Hudson Pl,Washington St,199
Hoboken Terminal - Hudson St & Hudson Pl,Water St &  Fletcher St,1
Hoboken Terminal - Hudson St & Hudson Pl,William St & Pine St,1
Hoboken Terminal - Hudson St & Hudson Pl,Willow Ave & 12 St,320
Hoboken Terminal - Hudson St & Hudson Pl,York St & Marin Blvd,2
Hoboken Terminal - River St & Hudson Pl,10 Ave & W 14 St,3
Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,1959
Hoboken Terminal - River St & Hudson Pl,12 St & Sinatra Dr N,2086
Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,1816
Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,1361
Hoboken Terminal - River St & Hudson Pl,5 Corners Library,12
Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,1001
Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,1166
Hoboken Terminal - River St & Hudson Pl,8 St & Washington St,1803
Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,1022
Hoboken Terminal - River St & Hudson Pl,Adams St & 11 St,720
Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,851
Hoboken Terminal - River St & Hudson Pl,Baldwin at Montgomery,20
Hoboken Terminal - River St & Hudson Pl,Bergen Ave,5
Hoboken Terminal - River St & Hudson Pl,Bergen Ave & Sip Ave,11
Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,743
Hoboken Terminal - River St & Hudson Pl,Brunswick & 6th,55
Hoboken Terminal - River St & Hudson Pl,Brunswick St,34
Hoboken Terminal - River St & Hudson Pl,Christ Hospital,41
Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,961
Hoboken Terminal - River St & Hudson Pl,City Hall,37
Hoboken Terminal - River St & Hudson Pl,City Hall - Washington St & 1 St,225
Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,1269
Hoboken Terminal - River St & Hudson Pl,Clinton St & Newark St,750
Hoboken Terminal - River St & Hudson Pl,Columbus Dr at Exchange Pl,97
Hoboken Terminal - River St & Hudson Pl,Columbus Drive,82
Hoboken Terminal - River St & Hudson Pl,Columbus Park - Clinton St & 9 St,1323
Hoboken Terminal - River St & Hudson Pl,Communipaw & Berry Lane,10
Hoboken Terminal - River St & Hudson Pl,Dey St,7
Hoboken Terminal - River St & Hudson Pl,Dixon Mills,31
Hoboken Terminal - River St & Hudson Pl,Essex Light Rail,15
Hoboken Terminal - River St & Hudson Pl,Fairmount Ave,5
Hoboken Terminal - River St & Hudson Pl,Glenwood Ave,4
Hoboken Terminal - River St & Hudson Pl,Grand St,55
Hoboken Terminal - River St & Hudson Pl,Grand St & 14 St,634
Hoboken Terminal - River St & Hudson Pl,Grove St PATH,156
Hoboken Terminal - River St & Hudson Pl,Hamilton Park,194
Hoboken Terminal - River St & Hudson Pl,Harborside,187
Hoboken Terminal - River St & Hudson Pl,Heights Elevator,148
Hoboken Terminal - River St & Hudson Pl,Hilltop,18
Hoboken Terminal - River St & Hudson Pl,Hoboken Ave at Monmouth St,929
Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - Hudson St & Hudson Pl,238
Hoboken Terminal - River St & Hudson Pl,Hoboken Terminal - River St & Hudson Pl,1287
Hoboken Terminal - River St & Hudson Pl,Hudson St & 4 St,1255
Hoboken Terminal - River St & Hudson Pl,JC Medical Center,20
Hoboken Terminal - River St & Hudson Pl,Jackson Square,4
Hoboken Terminal - River St & Hudson Pl,Jersey & 3rd,28
Hoboken Terminal - River St & Hudson Pl,Jersey & 6th St,51
Hoboken Terminal - River St & Hudson Pl,Journal Square,4
Hoboken Terminal - River St & Hudson Pl,Lafayette Park,12
Hoboken Terminal - River St & Hudson Pl,Leonard Gordon Park,25
Hoboken Terminal - River St & Hudson Pl,Liberty Light Rail,17
Hoboken Terminal - River St & Hudson Pl,Lincoln Park,8
Hoboken Terminal - River St & Hudson Pl,Madison St & 1 St,1201
Hoboken Terminal - River St & Hudson Pl,Madison St & 10 St,426
Hoboken Terminal - River St & Hudson Pl,Maiden Ln & Pearl St,2
Hoboken Terminal - River St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,611
Hoboken Terminal - River St & Hudson Pl,Manila & 1st,90
Hoboken Terminal - River St & Hudson Pl,Marin Light Rail,121
Hoboken Terminal - River St & Hudson Pl,Marshall St & 2 St,781
Hoboken Terminal - River St & Hudson Pl,McGinley Square,27
Hoboken Terminal - River St & Hudson Pl,Monmouth and 6th,43
Hoboken Terminal - River St & Hudson Pl,Montgomery St,13
Hoboken Terminal - River St & Hudson Pl,Morris Canal,27
Hoboken Terminal - River St & Hudson Pl,Newark Ave,40
Hoboken Terminal - River St & Hudson Pl,Newport PATH,172
Hoboken Terminal - River St & Hudson Pl,Newport Pkwy,577
Hoboken Terminal - River St & Hudson Pl,Oakland Ave,60
Hoboken Terminal - River St & Hudson Pl,Old Slip & South St,1
Hoboken Terminal - River St & Hudson Pl,Paulus Hook,19
Hoboken Terminal - River St & Hudson Pl,Pershing Field,173
Hoboken Terminal - River St & Hudson Pl,Riverview Park,325
Hoboken Terminal - River St & Hudson Pl,South Waterfront Walkway - Sinatra Dr & 1 St,542
Hoboken Terminal - River St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,577
Hoboken Terminal - River St & Hudson Pl,Stevens - River Ter & 6 St,951
Hoboken Terminal - River St & Hudson Pl,Union St,9
Hoboken Terminal - River St & Hudson Pl,Van Vorst Park,20
Hoboken Terminal - River St & Hudson Pl,Vesey St & Church St,1
Hoboken Terminal - River St & Hudson Pl,W 168th S & Fort Washington Ave,1
Hoboken Terminal - River St & Hudson Pl,W 20 St & 7 Ave,1
Hoboken Terminal - River St & Hudson Pl,Warren St,165
Hoboken Terminal - River St & Hudson Pl,Washington St,225
Hoboken Terminal - River St & Hudson Pl,Water St & Gouverneur Ln,4
Hoboken Terminal - River St & Hudson Pl,Willow Ave & 12 St,734
Hoboken Terminal - River St & Hudson Pl,York St & Marin Blvd,4
Hudson St & 4 St,11 St & Washington St,821
Hudson St & 4 St,12 St & Sinatra Dr N,1026
Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,1055
Hudson St & 4 St,4 St & Grand St,315
Hudson St & 4 St,5 Corners Library,8
Hudson St & 4 St,6 St & Grand St,213
Hudson St & 4 St,7 St & Monroe St,365
Hudson St & 4 St,8 St & Washington St,461
Hudson St & 4 St,9 St HBLR - Jackson St & 8 St,421
Hudson St & 4 St,Adams St & 11 St,224
Hudson St & 4 St,Adams St & 2 St,144
Hudson St & 4 St,Astor Place,1
Hudson St & 4 St,Baldwin at Montgomery,7
Hudson St & 4 St,Bergen Ave,6
Hudson St & 4 St,Bergen Ave & Sip Ave,6
Hudson St & 4 St,Bloomfield St & 15 St,434
Hudson St & 4 St,Brunswick & 6th,42
Hudson St & 4 St,Brunswick St,37
Hudson St & 4 St,Cabrini Blvd & W 177 St,1
Hudson St & 4 St,Central Park North & Adam Clayton Powell Blvd,1
Hudson St & 4 St,Christ Hospital,54
Hudson St & 4 St,Church Sq Park - 5 St & Park Ave,165
Hudson St & 4 St,City Hall,17
Hudson St & 4 St,City Hall - Washington St & 1 St,238
Hudson St & 4 St,Clinton St & 7 St,375
Hudson St & 4 St,Clinton St & Newark St,196
Hudson St & 4 St,Columbus Dr at Exchange Pl,111
Hudson St & 4 St,Columbus Drive,49
Hudson St & 4 St,Columbus Park - Clinton St & 9 St,512
Hudson St & 4 St,Communipaw & Berry Lane,2
Hudson St & 4 St,Dey St,9
Hudson St & 4 St,Dixon Mills,7
Hudson St & 4 St,Essex Light Rail,16
Hudson St & 4 St,Fairmount Ave,9
Hudson St & 4 St,Glenwood Ave,4
Hudson St & 4 St,Grand St,39
Hudson St & 4 St,Grand St & 14 St,485
Hudson St & 4 St,Grant Ave & MLK Dr,1
Hudson St & 4 St,Grove St PATH,53
Hudson St & 4 St,Hamilton Park,147
Hudson St & 4 St,Harborside,115
Hudson St & 4 St,Heights Elevator,59
Hudson St & 4 St,Hilltop,22
Hudson St & 4 St,Hoboken Ave at Monmouth St,372
Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,600
Hudson St & 4 St,Hoboken Terminal - River St & Hudson Pl,1373
Hudson St & 4 St,Hudson St & 4 St,1205
Hudson St & 4 St,JC Medical Center,10
Hudson St & 4 St,Jackson Square,1
Hudson St & 4 St,Jersey & 3rd,42
Hudson St & 4 St,Jersey & 6th St,47
Hudson St & 4 St,Journal Square,6
Hudson St & 4 St,Lafayette Park,15
Hudson St & 4 St,Leonard Gordon Park,33
Hudson St & 4 St,Liberty Light Rail,9
Hudson St & 4 St,Lincoln Park,4
Hudson St & 4 St,Madison St & 1 St,210
Hudson St & 4 St,Madison St & 10 St,263
Hudson St & 4 St,Mama Johnson Field - 4 St & Jackson St,193
Hudson St & 4 St,Manila & 1st,76
Hudson St & 4 St,Marin Light Rail,58
Hudson St & 4 St,Marshall St & 2 St,205
Hudson St & 4 St,McGinley Square,7
Hudson St & 4 St,Monmouth and 6th,26
Hudson St & 4 St,Montgomery St,6
Hudson St & 4 St,Morris Canal,22
Hudson St & 4 St,Newark Ave,30
Hudson St & 4 St,Newport PATH,257
Hudson St & 4 St,Newport Pkwy,397
Hudson St & 4 St,Oakland Ave,25
Hudson St & 4 St,Paulus Hook,15
Hudson St & 4 St,Pershing Field,44
Hudson St & 4 St,Riverview Park,55
Hudson St & 4 St,Rogers Ave & Sterling St,1
Hudson St & 4 St,Sip Ave,7
Hudson St & 4 St,South Waterfront Walkway - Sinatra Dr & 1 St,729
Hudson St & 4 St,Southwest Park - Jackson St & Observer Hwy,201
Hudson St & 4 St,Stevens - River Ter & 6 St,134
Hudson St & 4 St,Union St,11
Hudson St & 4 St,Van Vorst Park,27
Hudson St & 4 St,Warren St,105
Hudson St & 4 St,Washington St,139
Hudson St & 4 St,Willow Ave & 12 St,474
Hudson St & 4 St,York St & Marin Blvd,1
JC Medical Center,11 St & Washington St,19
JC Medical Center,12 St & Sinatra Dr N,13
JC Medical Center,14 St Ferry - 14 St & Shipyard Ln,20
JC Medical Center,4 St & Grand St,8
JC Medical Center,5 Corners Library,13
JC Medical Center,6 St & Grand St,5
JC Medical Center,7 St & Monroe St,1
JC Medical Center,8 St & Washington St,11
JC Medical Center,9 St HBLR - Jackson St & 8 St,1
JC Medical Center,Adams St & 11 St,10
JC Medical Center,Adams St & 2 St,26
JC Medical Center,Astor Place,47
JC Medical Center,Baldwin at Montgomery,66
JC Medical Center,Bergen Ave,48
JC Medical Center,Bergen Ave & Sip Ave,15
JC Medical Center,Bergen Ave & Stegman St,18
JC Medical Center,Bloomfield St & 15 St,10
JC Medical Center,Brunswick & 6th,61
JC Medical Center,Brunswick St,133
JC Medical Center,Carmine St & 6 Ave,1
JC Medical Center,Christ Hospital,17
JC Medical Center,Church Sq Park - 5 St & Park Ave,18
JC Medical Center,City Hall,704
JC Medical Center,City Hall - Washington St & 1 St,23
JC Medical Center,Clinton St & 7 St,4
JC Medical Center,Clinton St & Newark St,18
JC Medical Center,Columbus Dr at Exchange Pl,214
JC Medical Center,Columbus Drive,148
JC Medical Center,Columbus Park - Clinton St & 9 St,1
JC Medical Center,Communipaw & Berry Lane,105
JC Medical Center,Dey St,1
JC Medical Center,Dixon Mills,94
JC Medical Center,Essex Light Rail,87
JC Medical Center,Fairmount Ave,32
JC Medical Center,Glenwood Ave,15
JC Medical Center,Grand St,266
JC Medical Center,Grand St & 14 St,17
JC Medical Center,Grant Ave & MLK Dr,11
JC Medical Center,Greenwich Ave & Charles St,1
JC Medical Center,Grove St PATH,1865
JC Medical Center,Hamilton Park,187
JC Medical Center,Harborside,238
JC Medical Center,Heights Elevator,2
JC Medical Center,Hilltop,64
JC Medical Center,Hoboken Ave at Monmouth St,69
JC Medical Center,Hoboken Terminal - Hudson St & Hudson Pl,26
JC Medical Center,Hoboken Terminal - River St & Hudson Pl,20
JC Medical Center,Hudson St & 4 St,11
JC Medical Center,JC Medical Center,1622
JC Medical Center,Jackson Square,13
JC Medical Center,Jersey & 3rd,180
JC Medical Center,Jersey & 6th St,82
JC Medical Center,Journal Square,15
JC Medical Center,Lafayette Park,134
JC Medical Center,Leonard Gordon Park,40
JC Medical Center,Liberty Light Rail,437
JC Medical Center,Lincoln Park,21
JC Medical Center,Madison St & 1 St,13
JC Medical Center,Madison St & 10 St,68
JC Medical Center,Mama Johnson Field - 4 St & Jackson St,3
JC Medical Center,Manila & 1st,124
JC Medical Center,Marin Light Rail,311
JC Medical Center,Marshall St & 2 St,10
JC Medical Center,McGinley Square,68
JC Medical Center,Monmouth and 6th,72
JC Medical Center,Montgomery St,95
JC Medical Center,Morris Canal,64
JC Medical Center,Newark Ave,171
JC Medical Center,Newport PATH,134
JC Medical Center,Newport Pkwy,168
JC Medical Center,Oakland Ave,21
JC Medical Center,Paulus Hook,371
JC Medical Center,Pershing Field,32
JC Medical Center,Riverview Park,11
JC Medical Center,Sip Ave,12
JC Medical Center,South St & Whitehall St,2
JC Medical Center,South Waterfront Walkway - Sinatra Dr & 1 St,32
JC Medical Center,Southwest Park - Jackson St & Observer Hwy,26
JC Medical Center,Stevens - River Ter & 6 St,4
JC Medical Center,Union St,42
JC Medical Center,Van Vorst Park,321
JC Medical Center,Vesey Pl & River Terrace,2
JC Medical Center,W 4 St & 7 Ave S,4
JC Medical Center,Warren St,173
JC Medical Center,Washington St,171
JC Medical Center,West St & Chambers St,1
JC Medical Center,Willow Ave & 12 St,10
JC Medical Center,York St & Marin Blvd,28
JCBS Depot,Grove St PATH,1
JCBS Depot,Lafayette Park,1
Jackson Square,14 St Ferry - 14 St & Shipyard Ln,1
Jackson Square,5 Corners Library,1
Jackson Square,7 St & Monroe St,1
Jackson Square,8 St & Washington St,1
Jackson Square,9 St HBLR - Jackson St & 8 St,7
Jackson Square,Astor Place,62
Jackson Square,Baldwin at Montgomery,13
Jackson Square,Bergen Ave,28
Jackson Square,Bergen Ave & Sip Ave,39
Jackson Square,Bergen Ave & Stegman St,70
Jackson Square,Brunswick & 6th,11
Jackson Square,Brunswick St,6
Jackson Square,Christ Hospital,8
Jackson Square,Church Sq Park - 5 St & Park Ave,1
Jackson Square,City Hall,39
Jackson Square,City Hall - Washington St & 1 St,1
Jackson Square,Columbus Dr at Exchange Pl,145
Jackson Square,Columbus Drive,20
Jackson Square,Columbus Park - Clinton St & 9 St,1
Jackson Square,Communipaw & Berry Lane,40
Jackson Square,Dey St,6
Jackson Square,Dixon Mills,8
Jackson Square,Essex Light Rail,3
Jackson Square,Fairmount Ave,10
Jackson Square,Glenwood Ave,51
Jackson Square,Grand St,8
Jackson Square,Grand St & 14 St,1
Jackson Square,Grant Ave & MLK Dr,88
Jackson Square,Grove St PATH,124
Jackson Square,Hamilton Park,5
Jackson Square,Harborside,6
Jackson Square,Heights Elevator,2
Jackson Square,Hilltop,8
Jackson Square,Hoboken Ave at Monmouth St,4
Jackson Square,Hoboken Terminal - Hudson St & Hudson Pl,3
Jackson Square,Hoboken Terminal - River St & Hudson Pl,5
Jackson Square,Hudson St & 4 St,1
Jackson Square,JC Medical Center,14
Jackson Square,Jackson Square,237
Jackson Square,Jersey & 3rd,3
Jackson Square,Jersey & 6th St,6
Jackson Square,Journal Square,18
Jackson Square,Lafayette Park,21
Jackson Square,Leonard Gordon Park,4
Jackson Square,Liberty Light Rail,29
Jackson Square,Lincoln Park,14
Jackson Square,Manila & 1st,9
Jackson Square,Marin Light Rail,15
Jackson Square,Marshall St & 2 St,9
Jackson Square,McGinley Square,31
Jackson Square,Monmouth and 6th,16
Jackson Square,Montgomery St,6
Jackson Square,Morris Canal,1
Jackson Square,Newark Ave,6
Jackson Square,Newport PATH,15
Jackson Square,Newport Pkwy,6
Jackson Square,Oakland Ave,1
Jackson Square,Paulus Hook,14
Jackson Square,Pershing Field,3
Jackson Square,Riverview Park,1
Jackson Square,Sip Ave,46
Jackson Square,Stevens - River Ter & 6 St,5
Jackson Square,Union St,42
Jackson Square,Van Vorst Park,8
Jackson Square,Warren St,11
Jackson Square,Washington St,11
Jackson Square,York St & Marin Blvd,1
Jersey & 3rd,11 St & Washington St,19
Jersey & 3rd,12 St & Sinatra Dr N,4
Jersey & 3rd,14 St Ferry - 14 St & Shipyard Ln,11
Jersey & 3rd,4 St & Grand St,16
Jersey & 3rd,5 Corners Library,66
Jersey & 3rd,6 St & Grand St,12
Jersey & 3rd,7 St & Monroe St,10
Jersey & 3rd,8 St & Washington St,17
Jersey & 3rd,9 St HBLR - Jackson St & 8 St,6
Jersey & 3rd,Adams St & 11 St,12
Jersey & 3rd,Adams St & 2 St,28
Jersey & 3rd,Astor Place,15
Jersey & 3rd,Baldwin at Montgomery,68
Jersey & 3rd,Bergen Ave,94
Jersey & 3rd,Bergen Ave & Sip Ave,26
Jersey & 3rd,Bergen Ave & Stegman St,4
Jersey & 3rd,Bloomfield St & 15 St,6
Jersey & 3rd,Brunswick & 6th,337
Jersey & 3rd,Brunswick St,253
Jersey & 3rd,Christ Hospital,73
Jersey & 3rd,Church Sq Park - 5 St & Park Ave,45
Jersey & 3rd,City Hall,173
Jersey & 3rd,City Hall - Washington St & 1 St,62
Jersey & 3rd,Clinton St & 7 St,6
Jersey & 3rd,Clinton St & Newark St,54
Jersey & 3rd,Columbus Dr at Exchange Pl,160
Jersey & 3rd,Columbus Drive,138
Jersey & 3rd,Columbus Park - Clinton St & 9 St,13
